Variable Name,Variable Description,Component,Data File Description,flag_1999,flag_2000,flag_2001,flag_2002,flag_2003,flag_2004,flag_2005,flag_2006,flag_2007,flag_2008,flag_2009,flag_2010,flag_2011,flag_2012,flag_2013,flag_2014,flag_2015,flag_2016,num_flags,keep
LON,Longitude in decimal format with up to 6 decimal precision,Demographics,"Geocoded Data, NHANES III, Census 2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LVL2K,Census 2000 Geocoder LAT/LONG Geocoding Level Return Code,Demographics,"Geocoded Data, NHANES 1999-2016, Census 2000",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,0
LVL2K,Reference Census 2000 Geocoder RCs (Return Codes) tab,Demographics,"Geocoded Data, NHANES 1999-2016, Census 2000",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,0
LVL2K,Reference Census 2000 Geocoder RCs (Return Codes) tab,Demographics,"Geocoded Data, NHANES III, Census 2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LVL2KX,Reference Census 2010 Geocoder RCs (Return Codes) tab,Demographics,"Geocoded Data, NHANES 1999-2016, Census 2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,0
LVL2KX,Reference Census 2010 Geocoder RCs (Return Codes) tab,Demographics,"Geocoded Data, NHANES III, Census 2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAINTRP,Was an interpreter used to conduct the MEC CAPI interview?,Demographics,Demographic Variables & Sample Weights,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,0
MIAINTRP,Was an interpreter used to conduct the MEC CAPI interview?,Demographics,Demographic Variables and Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0
MIALANG,Language of the CAPI MEC Interview Instrument,Demographics,Demographic Variables & Sample Weights,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,8,0
MIALANG,Language of the MEC CAPI Interview Instrument,Demographics,Demographic Variables & Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
MIALANG,Language of the MEC CAPI Interview Instrument,Demographics,Demographic Variables and Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0
MIAPROXY,Was a Proxy respondent used in conducting the MEC CAPI Interview?,Demographics,Demographic Variables & Sample Weights,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,0
MIAPROXY,Was a Proxy respondent used in conducting the MEC CAPI Interview?,Demographics,Demographic Variables and Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0
RC2K,Census 2000 Geocoder General Return Code,Demographics,"Geocoded Data, NHANES 1999-2016, Census 2000",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,0
RC2K,Reference Census 2000 Geocoder RCs (Return Codes) tab,Demographics,"Geocoded Data, NHANES 1999-2016, Census 2000",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,0
RC2K,Reference Census 2000 Geocoder RCs (Return Codes) tab,Demographics,"Geocoded Data, NHANES III, Census 2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC2KX,Reference Census 2010 Geocoder RCs (Return Codes) tab,Demographics,"Geocoded Data, NHANES 1999-2016, Census 2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,0
RC2KX,Reference Census 2010 Geocoder RCs (Return Codes) tab,Demographics,"Geocoded Data, NHANES III, Census 2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAGENDR,Gender of the participant.,Demographics,California - Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,1
RIAGENDR,Gender of the participant.,Demographics,Demographic Variables & Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1
RIAGENDR,Gender of the participant.,Demographics,Demographic Variables and Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1
RIAGENDR,Gender of the participant.,Demographics,"Los Angeles County, California - Demographic Variables & Sample Weights",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,1
RIAGENDR,Gender of the sample person,Demographics,Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,1
RIAGENDR,Gender of the sample person,Demographics,"Los Angeles County, California - Demographic Variables & Sample Weights",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
RIDAGEEX,Age in years of the participant at the time of examination. Individuals aged 959 months and older are topcoded at 959 months.,Demographics,California - Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,1
RIDAGEEX,Age in years of the participant at the time of examination. Individuals aged 959 months and older are topcoded at 959 months.,Demographics,"Los Angeles County, California - Demographic Variables & Sample Weights",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,1
RIDAGEEX,Best age in months at date of examination for individuals under 80 years of age at screening.,Demographics,Demographic Variables & Sample Weights,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1
RIDAGEEX,Best age in months at date of examination for individuals under 80 years of age at the time of MEC exam.,Demographics,Demographic Variables & Sample Weights,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1
RIDAGEEX,Best age in months at date of examination for individuals under 85 years of age at screening.,Demographics,Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8,1
RIDAGEEX,Best age in months at date of examination for individuals under 85 years of age at screening.,Demographics,"Los Angeles County, California - Demographic Variables & Sample Weights",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
RIDAGEMN,Age in months of the participant at the time of screening. Individuals aged 959 months and older are topcoded at 959 months.,Demographics,California - Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,1
RIDAGEMN,Age in months of the participant at the time of screening. Individuals aged 959 months and older are topcoded at 959 months.,Demographics,"Los Angeles County, California - Demographic Variables & Sample Weights",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,1
RIDAGEMN,Age in months of the participant at the time of screening. Reported for persons aged 24 months or younger at the time of exam (or screening if not examined).,Demographics,Demographic Variables & Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1
RIDAGEMN,Age in months of the participant at the time of screening. Reported for persons aged 24 months or younger at the time of exam (or screening if not examined).,Demographics,Demographic Variables and Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1
RIDAGEMN,Best age in months at date of screening for individuals under 80 years of age.,Demographics,Demographic Variables & Sample Weights,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4,1
RIDAGEMN,Best age in months at date of screening for individuals under 85 years of age.,Demographics,Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8,1
RIDAGEMN,Best age in months at date of screening for individuals under 85 years of age.,Demographics,"Los Angeles County, California - Demographic Variables & Sample Weights",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
RIDAGEYR,Age in years of the participant at the time of screening. Individuals 80 and over are topcoded at 80 years of age.,Demographics,California - Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,1
RIDAGEYR,Age in years of the participant at the time of screening. Individuals 80 and over are topcoded at 80 years of age.,Demographics,Demographic Variables & Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1
RIDAGEYR,Age in years of the participant at the time of screening. Individuals 80 and over are topcoded at 80 years of age.,Demographics,Demographic Variables and Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1
RIDAGEYR,Age in years of the participant at the time of screening. Individuals 80 and over are topcoded at 80 years of age.,Demographics,"Los Angeles County, California - Demographic Variables & Sample Weights",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,1
RIDAGEYR,Best age in years of the sample person at time of HH screening. Individuals 80 and over are topcoded at 80 years of age.,Demographics,Demographic Variables & Sample Weights,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4,1
RIDAGEYR,Best age in years of the sample person at time of HH screening. Individuals 85 and over are topcoded at 85 years of age.,Demographics,Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8,1
RIDAGEYR,Best age in years of the sample person at time of HH screening. Individuals 85 and over are topcoded at 85 years of age.,Demographics,"Los Angeles County, California - Demographic Variables & Sample Weights",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
RIDEXAGM,Age in months of the participant at the time of examination. Reported for persons aged 19 years or younger at the time of examination.,Demographics,Demographic Variables & Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1
RIDEXAGM,Age in months of the participant at the time of examination. Reported for persons aged 19 years or younger at the time of examination.,Demographics,Demographic Variables and Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1
RIDEXAGY,Age in years of the participant at the time of examination. Reported for persons aged 2-19 years at the time of screening.,Demographics,Demographic Variables & Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1
RIDEXMON,"Six month time period when the examination was performed - two categories: November 1 through April 30, May 1 through October 31.",Demographics,Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,14,0
RIDEXMON,"Six month time period when the examination was performed - two categories: November 1 through April 30, May 1 through October 31.",Demographics,Demographic Variables and Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0
RIDEXPRG,Pregnancy status at the time of MEC exam.,Demographics,Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8,1
RIDEXPRG,Pregnancy status at the time of MEC exam.,Demographics,"Los Angeles County, California - Demographic Variables & Sample Weights",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
RIDEXPRG,Pregnancy status for females between 20 and 44 years of age at the time of MEC exam.,Demographics,California - Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,1
RIDEXPRG,Pregnancy status for females between 20 and 44 years of age at the time of MEC exam.,Demographics,Demographic Variables & Sample Weights,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,6,1
RIDEXPRG,Pregnancy status for females between 20 and 44 years of age at the time of MEC exam.,Demographics,Demographic Variables and Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1
RIDEXPRG,Pregnancy status for females between 20 and 44 years of age at the time of MEC exam.,Demographics,"Los Angeles County, California - Demographic Variables & Sample Weights",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,1
RIDPREG,Pregnancy status variable based on all source data. NOTE: This is the previous pregnancy status recode variable. RIDPREG is a more conservative pregnancy status variable. Please review the file documentation.,Demographics,Demographic Variables & Sample Weights,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
RIDRETH1,Recode of reported race and Hispanic origin information,Demographics,California - Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,1
RIDRETH1,Recode of reported race and Hispanic origin information,Demographics,Demographic Variables & Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1
RIDRETH1,Recode of reported race and Hispanic origin information,Demographics,Demographic Variables and Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1
RIDRETH1,Recode of reported race and Hispanic origin information,Demographics,"Los Angeles County, California - Demographic Variables & Sample Weights",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,1
RIDRETH1,Recode of reported race and ethnicity information.,Demographics,Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,1
RIDRETH1,Recode of reported race and ethnicity information.,Demographics,"Los Angeles County, California - Demographic Variables & Sample Weights",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
RIDRETH2,Linked NH3 Race and Ethnicity Recode.,Demographics,Demographic Variables & Sample Weights,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
RIDRETH3,"Recode of reported race and Hispanic origin information, with Non-Hispanic Asian Category",Demographics,Demographic Variables & Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1
RIDRETH3,"Recode of reported race and Hispanic origin information, with Non-Hispanic Asian Category",Demographics,Demographic Variables and Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1
RIDSTATR,Interview and Examination Status of the Sample Person.,Demographics,Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,0
RIDSTATR,Interview and Examination Status of the Sample Person.,Demographics,"Los Angeles County, California - Demographic Variables & Sample Weights",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
RIDSTATR,Interview and examination status of the participant.,Demographics,California - Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,0
RIDSTATR,Interview and examination status of the participant.,Demographics,Demographic Variables & Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
RIDSTATR,Interview and examination status of the participant.,Demographics,Demographic Variables and Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0
RIDSTATR,Interview and examination status of the participant.,Demographics,"Los Angeles County, California - Demographic Variables & Sample Weights",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,0
SDDSRVYR,Data Release Number.,Demographics,Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,0
SDDSRVYR,Data release cycle,Demographics,Demographic Variables & Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
SDDSRVYR,Data release cycle,Demographics,Demographic Variables and Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0
SDJ1REPN,Jack Knife Replicate Number,Demographics,Demographic Variables & Sample Weights,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SDMVPSU,Masked Variance Unit Pseudo-PSU variable for variance estimation,Demographics,Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,0
SDMVPSU,Masked variance unit pseudo-PSU variable for variance estimation,Demographics,Demographic Variables & Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
SDMVPSU,Masked variance unit pseudo-PSU variable for variance estimation,Demographics,Demographic Variables and Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0
SDMVSTRA,Masked Variance Unit Pseudo-Stratum variable for variance estimation,Demographics,Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,0
SDMVSTRA,Masked variance unit pseudo-stratum variable for variance estimation,Demographics,Demographic Variables & Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
SDMVSTRA,Masked variance unit pseudo-stratum variable for variance estimation,Demographics,Demographic Variables and Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0
SEQN,Respondent sequence number.,Demographics,California - Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,0
SEQN,Respondent sequence number.,Demographics,Demographic Variables & Sample Weights,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,14,0
SEQN,Respondent sequence number.,Demographics,Demographic Variables and Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0
SEQN,Respondent sequence number.,Demographics,"Geocoded Data, NHANES 1999-2016, Census 2000",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,0
SEQN,Respondent sequence number.,Demographics,"Geocoded Data, NHANES 1999-2016, Census 2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,0
SEQN,Respondent sequence number.,Demographics,"Geocoded Data, NHANES III, Census 2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEQN,Respondent sequence number.,Demographics,"Geocoded Data, NHANES III, Census 2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEQN,Respondent sequence number.,Demographics,"Los Angeles County, California - Demographic Variables & Sample Weights",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,0
SIAINTRP,Was an interpreter used to conduct the Sample Person (SP) interview?,Demographics,Demographic Variables & Sample Weights,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,0
SIAINTRP,Was an interpreter used to conduct the Sample Person (SP) interview?,Demographics,Demographic Variables and Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0
SIALANG,Language of the Sample Person Interview Instrument,Demographics,Demographic Variables & Sample Weights,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,0
SIALANG,Language of the Sample Person Interview Instrument,Demographics,Demographic Variables and Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0
SIAPROXY,Was a Proxy respondent used in conducting the Sample Person (SP) interview?,Demographics,Demographic Variables & Sample Weights,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,0
SIAPROXY,Was a Proxy respondent used in conducting the Sample Person (SP) interview?,Demographics,Demographic Variables and Sample Weights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0
STATE2K,Census 2000 FIPS State Code,Demographics,"Geocoded Data, NHANES 1999-2016, Census 2000",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,0
STATE2K,Census 2000 FIPS State Code (2-digit numeric with leading zeros significant),Demographics,"Geocoded Data, NHANES 1999-2016, Census 2000",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,0
STATE2K,Census 2000 FIPS State Code (2-digit numeric with leading zeros significant),Demographics,"Geocoded Data, NHANES III, Census 2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STATE2KX,Census 2010 FIPS State Code (2-digit numeric with leading zeros significant),Demographics,"Geocoded Data, NHANES 1999-2016, Census 2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,0
STATE2KX,Census 2010 FIPS State Code (2-digit numeric with leading zeros significant),Demographics,"Geocoded Data, NHANES III, Census 2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STM2K,Census 2000 Geocoder Street Matcher Return Code,Demographics,"Geocoded Data, NHANES 1999-2016, Census 2000",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,0
STM2K,Reference Census 2000 Geocoder RCs (Return Codes) tab,Demographics,"Geocoded Data, NHANES 1999-2016, Census 2000",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,0
STM2K,Reference Census 2000 Geocoder RCs (Return Codes) tab,Demographics,"Geocoded Data, NHANES III, Census 2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
